"sample","filename","pair","SB","code"
4945,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/4945_S75_L001-4_R2_001.fastq.gz",1,"SB0980",1.10110100000011E+042
3266,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3266_S59_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
3495,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3495_S76_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
2739,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/2739_S45_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
3747,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3747_S48_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
3437,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3437_S43_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
4238,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/4238_S9_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
3497,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3497_S94_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
2014,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/2014_S14_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
3263,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3263_S31_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
3260,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3260_S60_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
3958,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3958_S20_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
1034,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/1034_S91_L001-4_R1_001.fastq.gz",1,"SB0054",1.10010100000111E+042
4789,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/4789_S93_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
4941,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/4941_S63_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2401,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2401_S48_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
1468,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1468_S55_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
461,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/461_S90_L001-4_R1_001.fastq.gz",1,"SB0129",1.10111110100111E+042
1429,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1429_S69_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
2410,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2410_S42_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2703,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2703_S94_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
356,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/356_S26_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"459p","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/459p_S73_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
548,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/548_S25_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2385,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2385_S20_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
1579,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1579_S5_L001-4_R1_001.fastq.gz",1,,1.10010100000111E+042
2395,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2395_S13_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
717,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/717_S28_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"362p","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/362p_S18_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
183,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/183_S31_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2809,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2809_S61_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
1771,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1771_S72_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
1212,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1212_S58_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2411,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2411_S11_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
343,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/343_S87_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
2347,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2347_S10_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
529,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/529_S39_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
1147,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1147_S91_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
1829,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1829_S70_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2591,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2591_S49_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2388,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2388_S54_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2397,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2397_S93_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2980,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2980_S36_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"2423p","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2423p_S29_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
1418,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1418_S35_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
1143,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1143_S21_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
192,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/192_S92_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
2266,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2266_S22_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"724p","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/724p_S44_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"2114p","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2114p_S77_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2061,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2061_S59_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2018,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/2018_S27_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
1477,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1477_S81_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
1414,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1414_S12_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
973,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/973_S53_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
1585,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1585_S6_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
1768,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1768_S24_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
365,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/365_S86_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125601","/storage/btbgenie/mbovis_ireland/NI/ERR125601_1.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125602","/storage/btbgenie/mbovis_ireland/NI/ERR125602_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125614","/storage/btbgenie/mbovis_ireland/NI/ERR125614_1.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125624","/storage/btbgenie/mbovis_ireland/NI/ERR125624_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125611","/storage/btbgenie/mbovis_ireland/NI/ERR125611_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125621","/storage/btbgenie/mbovis_ireland/NI/ERR125621_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125616","/storage/btbgenie/mbovis_ireland/NI/ERR125616_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125599","/storage/btbgenie/mbovis_ireland/NI/ERR125599_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125626","/storage/btbgenie/mbovis_ireland/NI/ERR125626_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125618","/storage/btbgenie/mbovis_ireland/NI/ERR125618_1.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125609","/storage/btbgenie/mbovis_ireland/NI/ERR125609_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125610","/storage/btbgenie/mbovis_ireland/NI/ERR125610_1.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125605","/storage/btbgenie/mbovis_ireland/NI/ERR125605_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125622","/storage/btbgenie/mbovis_ireland/NI/ERR125622_1.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125607","/storage/btbgenie/mbovis_ireland/NI/ERR125607_1.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125613","/storage/btbgenie/mbovis_ireland/NI/ERR125613_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125627","/storage/btbgenie/mbovis_ireland/NI/ERR125627_1.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125623","/storage/btbgenie/mbovis_ireland/NI/ERR125623_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125608","/storage/btbgenie/mbovis_ireland/NI/ERR125608_1.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125628","/storage/btbgenie/mbovis_ireland/NI/ERR125628_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125612","/storage/btbgenie/mbovis_ireland/NI/ERR125612_1.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125603","/storage/btbgenie/mbovis_ireland/NI/ERR125603_1.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125604","/storage/btbgenie/mbovis_ireland/NI/ERR125604_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125625","/storage/btbgenie/mbovis_ireland/NI/ERR125625_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125598","/storage/btbgenie/mbovis_ireland/NI/ERR125598_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125619","/storage/btbgenie/mbovis_ireland/NI/ERR125619_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125620","/storage/btbgenie/mbovis_ireland/NI/ERR125620_1.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125617","/storage/btbgenie/mbovis_ireland/NI/ERR125617_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125615","/storage/btbgenie/mbovis_ireland/NI/ERR125615_2.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125600","/storage/btbgenie/mbovis_ireland/NI/ERR125600_1.fastq.gz",1,"SB0140",1.10110100000111E+042
"ERR125606","/storage/btbgenie/mbovis_ireland/NI/ERR125606_1.fastq.gz",1,"SB0140",1.10110100000111E+042
